,depth,table,x,y,z,price,carat,cut,color,clarity,city
11827,61.2,56.0,4.7,4.74,2.89,602,0.38,Ideal,G,SI2,Antwerp
11828,62.2,53.0,4.4,4.44,2.75,450,0.32,Ideal,G,SI2,Antwerp
11829,60.7,57.0,6.19,6.33,3.8,4314,0.9,Ideal,G,SI2,Antwerp
11830,62.6,54.0,8.29,8.35,5.21,18791,2.15,Ideal,G,SI2,Antwerp
11831,62.0,55.0,7.06,7.03,4.37,5358,1.34,Ideal,G,SI2,Antwerp
11832,61.4,56.0,5.76,5.83,3.56,2297,0.72,Ideal,G,SI2,Antwerp
11833,62.1,59.0,5.71,5.76,3.56,2139,0.72,Ideal,G,SI2,Antwerp
11834,61.9,54.0,5.29,5.34,3.29,1173,0.56,Ideal,G,SI2,Antwerp
11835,62.3,56.0,6.46,6.44,3.96,4861,1.0,Ideal,G,SI2,Antwerp
11836,62.3,57.0,6.22,6.14,3.85,3781,0.91,Premium,D,SI2,Antwerp
11837,58.8,58.0,7.04,6.9,4.1,5504,1.19,Premium,D,SI2,Antwerp
11838,58.3,60.0,6.83,6.78,3.97,3883,1.13,Premium,D,SI2,Antwerp
11839,62.9,56.0,5.65,5.6,3.54,1819,0.67,Premium,D,SI2,Antwerp
11840,59.5,59.0,4.5,4.48,2.67,631,0.33,Premium,D,SI2,Antwerp
11841,62.0,58.0,7.39,7.44,4.6,10905,1.55,Premium,D,SI2,Antwerp
11842,61.9,58.0,6.88,6.81,4.24,5412,1.26,Premium,D,SI2,Antwerp
11843,60.4,60.0,5.79,5.74,3.48,2596,0.7,Premium,D,SI2,Antwerp
11844,62.6,60.0,6.4,6.37,4.0,4338,1.01,Premium,D,SI2,Antwerp
11845,62.7,59.0,4.35,4.3,2.71,593,0.31,Premium,D,SI2,Antwerp
11846,61.7,56.0,5.17,5.14,3.18,1385,0.52,Premium,D,SI2,Antwerp
11847,59.2,59.0,4.58,4.54,2.7,650,0.34,Premium,D,SI2,Antwerp
11848,59.6,58.0,7.9,7.86,4.7,13867,1.76,Premium,D,SI2,Antwerp
11849,62.8,54.0,5.52,5.5,3.46,1751,0.64,Premium,D,SI2,Antwerp
11850,60.4,59.0,4.83,4.8,2.91,855,0.4,Premium,D,SI2,Antwerp
11851,59.8,61.0,6.21,6.17,3.7,3780,0.9,Premium,D,SI2,Antwerp
11852,62.4,58.0,4.73,4.69,2.94,855,0.4,Premium,D,SI2,Antwerp
11853,61.2,58.0,6.21,6.25,3.81,3958,0.91,Premium,D,SI2,Antwerp
11854,59.8,59.0,8.4,8.36,5.01,17127,2.14,Premium,D,SI2,Antwerp
11855,61.9,58.0,4.73,4.71,2.92,876,0.41,Premium,D,SI2,Antwerp
11856,61.4,59.0,6.87,6.91,4.23,6840,1.24,Premium,D,SI2,Antwerp
11857,61.2,60.0,5.42,5.37,3.3,1572,0.59,Premium,D,SI2,Antwerp
11858,62.3,58.0,6.81,6.78,4.23,6833,1.23,Premium,D,SI2,Antwerp
11859,62.0,57.0,5.43,5.35,3.34,1196,0.6,Premium,D,SI2,Antwerp
11860,59.9,60.0,7.48,7.41,4.46,10090,1.5,Premium,D,SI2,Antwerp
11861,61.9,61.0,6.54,6.58,4.06,3890,1.09,Very Good,D,SI2,Antwerp
11862,62.2,59.0,5.75,5.79,3.59,2713,0.74,Very Good,D,SI2,Antwerp
11863,62.9,56.0,7.25,7.31,4.58,9001,1.53,Very Good,D,SI2,Antwerp
11864,60.3,57.0,6.51,6.56,3.94,4588,1.01,Very Good,D,SI2,Antwerp
11865,62.1,58.0,5.26,5.31,3.28,1387,0.57,Very Good,D,SI2,Antwerp
11866,62.7,59.0,6.16,6.22,3.88,3298,0.91,Very Good,D,SI2,Antwerp
11867,61.5,56.0,6.22,6.27,3.84,4123,0.91,Very Good,D,SI2,Antwerp
11868,63.3,58.0,5.76,5.8,3.66,2551,0.75,Very Good,D,SI2,Antwerp
11869,62.7,58.0,6.31,6.39,3.98,4606,1.01,Very Good,D,SI2,Antwerp
11870,60.2,58.0,5.76,5.8,3.48,2519,0.71,Very Good,D,SI2,Antwerp
11871,62.9,56.0,5.31,5.35,3.35,1438,0.58,Very Good,D,SI2,Antwerp
11872,59.8,60.0,5.76,5.81,3.46,2294,0.72,Very Good,D,SI2,Antwerp
11873,62.6,57.0,6.2,6.26,3.9,4214,0.93,Very Good,D,SI2,Antwerp
11874,63.3,55.0,4.49,4.45,2.83,669,0.35,Very Good,D,SI2,Antwerp
11875,62.5,55.0,6.16,6.2,3.86,4946,0.9,Very Good,D,SI2,Antwerp
11876,62.2,59.0,6.46,6.49,4.03,4598,1.09,Very Good,D,SI2,Antwerp
11877,61.2,60.0,4.28,4.31,2.63,447,0.3,Very Good,D,SI2,Antwerp
11878,63.5,56.0,7.58,7.51,4.79,11844,1.71,Very Good,D,SI2,Antwerp
11879,63.3,57.0,4.3,4.26,2.71,574,0.3,Very Good,D,SI2,Antwerp
11880,61.6,57.0,6.61,6.67,4.09,5226,1.1,Very Good,D,SI2,Antwerp
11881,62.9,60.0,6.35,6.46,4.03,4760,1.01,Very Good,D,SI2,Antwerp
11882,63.3,59.0,6.18,6.12,3.89,3823,0.92,Very Good,D,SI2,Antwerp
11883,62.8,57.0,5.85,5.9,3.69,2904,0.79,Very Good,D,SI2,Antwerp
11884,60.9,60.0,5.68,5.72,3.47,1990,0.7,Very Good,D,SI2,Antwerp
11885,62.8,57.0,5.1,5.12,3.21,1264,0.51,Very Good,D,SI2,Antwerp
11886,62.1,58.0,7.56,7.64,4.72,11737,1.71,Very Good,D,SI2,Antwerp
11887,59.4,66.0,8.2,8.17,4.86,15627,2.01,Fair,D,SI2,Antwerp
11888,66.5,58.0,4.95,4.89,3.27,1109,0.51,Fair,D,SI2,Antwerp
11889,69.3,58.0,5.96,5.87,4.1,2974,1.0,Fair,D,SI2,Antwerp
11890,65.7,60.0,5.98,5.93,3.91,3205,0.9,Fair,D,SI2,Antwerp
11891,64.5,61.0,6.1,6.0,3.9,3473,0.9,Fair,D,SI2,Antwerp
11892,64.6,59.0,6.04,6.01,3.89,3847,0.9,Fair,D,SI2,Antwerp
11893,63.9,55.0,5.14,5.1,3.27,1318,0.53,Good,D,SI2,Antwerp
11894,63.9,53.0,4.68,4.71,3.0,622,0.4,Good,D,SI2,Antwerp
11895,63.4,56.0,4.67,4.73,2.98,666,0.4,Good,D,SI2,Antwerp
11896,57.6,62.0,6.66,6.56,3.81,4338,1.01,Good,D,SI2,Antwerp
11897,64.1,61.0,7.18,7.14,4.59,8706,1.51,Good,D,SI2,Antwerp
11898,60.2,65.0,7.37,7.34,4.43,9173,1.5,Good,D,SI2,Antwerp
11899,60.8,65.0,4.26,4.29,2.6,414,0.3,Good,D,SI2,Antwerp
11900,64.0,60.0,5.91,5.81,3.75,2229,0.8,Good,D,SI2,Antwerp
11901,63.4,59.0,7.2,7.25,4.58,8108,1.5,Good,D,SI2,Antwerp
11902,63.2,57.0,4.21,4.24,2.67,447,0.3,Good,D,SI2,Antwerp
11903,63.7,56.0,4.34,4.33,2.76,612,0.32,Good,D,SI2,Antwerp
11904,64.3,53.0,6.29,6.34,4.06,3894,1.0,Good,D,SI2,Antwerp
11905,63.6,61.0,6.35,6.33,4.03,3959,1.01,Good,D,SI2,Antwerp
11906,63.3,56.0,5.6,5.65,3.56,2264,0.7,Good,D,SI2,Antwerp
11907,57.1,63.0,7.27,7.22,4.14,6443,1.3,Good,D,SI2,Antwerp
11908,63.6,54.0,4.31,4.34,2.75,462,0.31,Good,D,SI2,Antwerp
11909,56.5,61.0,6.53,6.5,3.68,3214,0.95,Good,D,SI2,Antwerp
11910,59.0,64.0,7.22,7.12,4.23,6152,1.33,Good,D,SI2,Antwerp
11911,64.5,58.0,6.11,6.14,3.95,3839,0.93,Good,D,SI2,Antwerp
11912,63.9,57.0,4.28,4.33,2.75,462,0.31,Good,D,SI2,Antwerp
11913,63.1,54.0,6.37,6.43,4.04,4260,1.01,Good,D,SI2,Antwerp
11914,63.7,56.0,4.33,4.34,2.76,477,0.32,Good,D,SI2,Antwerp
11915,63.3,55.0,5.65,5.72,3.6,2436,0.71,Good,D,SI2,Antwerp
11916,64.3,56.0,5.64,5.59,3.61,2215,0.71,Good,D,SI2,Antwerp
11917,63.5,61.0,6.33,6.37,4.03,4457,1.01,Good,D,SI2,Antwerp
11918,57.5,63.0,6.13,6.05,3.5,2430,0.78,Good,D,SI2,Antwerp
11919,61.4,57.0,5.91,5.94,3.64,3454,0.78,Ideal,D,SI2,Antwerp
11920,62.1,54.0,6.79,6.74,4.2,5898,1.16,Ideal,D,SI2,Antwerp
11921,61.6,55.0,5.74,5.76,3.54,2767,0.71,Ideal,D,SI2,Antwerp
11922,62.2,55.0,5.29,5.32,3.3,1243,0.56,Ideal,D,SI2,Antwerp
11923,60.9,57.0,5.26,5.29,3.21,1363,0.55,Ideal,D,SI2,Antwerp
11924,61.2,57.0,5.38,5.41,3.3,1436,0.58,Ideal,D,SI2,Antwerp
11925,61.9,55.0,6.24,6.27,3.87,5051,0.92,Ideal,D,SI2,Antwerp
11926,59.1,57.0,5.52,5.48,3.25,1425,0.59,Ideal,D,SI2,Antwerp
11927,62.5,55.0,5.15,5.12,3.21,1359,0.51,Ideal,D,SI2,Antwerp
11928,60.1,55.0,6.79,6.85,4.1,5412,1.13,Ideal,D,SI2,Antwerp
11929,62.3,55.0,6.5,6.54,4.06,5159,1.06,Ideal,D,SI2,Antwerp
11930,61.3,57.0,5.78,5.71,3.52,2633,0.71,Ideal,D,SI2,Antwerp
11931,60.4,55.0,6.89,6.91,4.17,5406,1.19,Ideal,D,SI2,Antwerp
11932,61.3,56.0,4.77,4.72,2.91,798,0.4,Ideal,D,SI2,Antwerp
11933,61.1,58.0,5.76,5.79,3.53,2514,0.72,Ideal,D,SI2,Antwerp
11934,59.8,55.0,5.17,5.23,3.11,1264,0.51,Ideal,D,SI2,Antwerp
11935,60.2,56.0,4.4,4.37,2.64,574,0.3,Ideal,D,SI2,Antwerp
11936,61.7,55.0,4.4,4.38,2.71,612,0.32,Ideal,D,SI2,Antwerp
11937,62.0,56.0,4.6,4.56,2.84,689,0.36,Ideal,D,SI2,Antwerp
11938,61.3,56.0,4.72,4.77,2.91,622,0.4,Ideal,D,SI2,Antwerp
11939,61.4,54.0,6.15,6.2,3.79,4012,0.87,Ideal,D,SI2,Antwerp
11940,58.9,61.0,6.56,6.62,3.88,4971,1.02,Ideal,D,SI2,Antwerp
11941,61.5,55.0,5.85,5.89,3.61,2618,0.75,Ideal,D,SI2,Antwerp
11942,61.8,57.0,5.75,5.78,3.56,2671,0.73,Ideal,D,SI2,Antwerp
11943,61.1,55.0,4.35,4.32,2.65,574,0.3,Ideal,D,SI2,Antwerp
11944,60.0,57.0,5.83,5.81,3.49,2633,0.71,Ideal,D,SI2,Antwerp
11945,62.6,54.0,6.22,6.25,3.9,4067,0.91,Ideal,D,SI2,Antwerp
11946,60.9,57.0,6.2,6.24,3.79,3798,0.9,Ideal,D,SI2,Antwerp
11947,62.3,55.0,5.9,5.85,3.66,3011,0.77,Ideal,D,SI2,Antwerp
11948,60.9,56.0,4.45,4.48,2.72,492,0.33,Ideal,D,SI2,Antwerp
11949,62.1,54.0,6.74,6.79,4.2,5793,1.16,Ideal,D,SI2,Antwerp
11950,61.3,56.0,5.95,5.99,3.66,2722,0.78,Ideal,D,SI2,Antwerp
11951,62.9,54.0,5.17,5.13,3.24,1412,0.53,Ideal,D,SI2,Antwerp
11952,62.7,55.0,5.67,5.71,3.57,2551,0.71,Ideal,D,SI2,Antwerp
11953,63.4,57.0,5.29,5.34,3.37,1356,0.58,Ideal,D,SI2,Antwerp
11954,62.0,53.0,4.68,4.71,2.91,599,0.38,Ideal,D,SI2,Antwerp
11955,61.8,58.0,6.84,6.92,4.25,6372,1.22,Ideal,D,SI2,Antwerp
11956,61.3,54.0,6.47,6.52,3.99,4916,1.01,Ideal,D,SI2,Antwerp
11957,61.1,57.0,4.47,4.5,2.74,492,0.33,Ideal,D,SI2,Antwerp
11958,61.6,57.0,6.42,6.46,3.97,4916,1.01,Ideal,D,SI2,Antwerp
11959,61.1,60.0,6.46,6.41,3.93,3054,1.01,Premium,H,SI2,Antwerp
11960,59.5,62.0,6.13,6.07,3.63,2499,0.82,Premium,H,SI2,Antwerp
11961,62.1,60.0,7.13,7.08,4.41,6646,1.38,Premium,H,SI2,Antwerp
11962,60.4,58.0,6.8,6.75,4.09,3220,1.15,Premium,H,SI2,Antwerp
11963,62.8,52.0,7.15,7.06,4.46,6405,1.33,Premium,H,SI2,Antwerp
11964,61.6,58.0,7.22,7.17,4.43,7316,1.42,Premium,H,SI2,Antwerp
11965,62.2,56.0,5.98,5.92,3.7,2534,0.81,Premium,H,SI2,Antwerp
11966,62.9,60.0,8.27,8.23,5.19,13369,2.21,Premium,H,SI2,Antwerp
11967,61.6,58.0,8.12,8.02,4.97,16499,2.01,Premium,H,SI2,Antwerp
11968,63.0,61.0,6.35,6.31,3.99,4088,1.0,Premium,H,SI2,Antwerp
11969,62.7,55.0,6.69,6.61,4.17,4746,1.13,Premium,H,SI2,Antwerp
11970,58.6,59.0,6.57,6.5,3.83,4088,1.0,Premium,H,SI2,Antwerp
11971,61.6,58.0,4.54,4.49,2.78,566,0.35,Premium,H,SI2,Antwerp
11972,59.0,59.0,6.05,6.02,3.56,1985,0.76,Premium,H,SI2,Antwerp
11973,61.2,57.0,4.49,4.43,2.73,520,0.33,Premium,H,SI2,Antwerp
11974,58.9,57.0,6.86,6.82,4.03,4497,1.1,Premium,H,SI2,Antwerp
11975,59.2,61.0,8.65,8.57,5.1,13831,2.31,Premium,H,SI2,Antwerp
11976,60.2,59.0,7.43,7.35,4.45,5937,1.5,Premium,H,SI2,Antwerp
11977,62.0,58.0,7.37,7.34,4.56,7764,1.52,Premium,H,SI2,Antwerp
11978,61.2,59.0,5.83,5.77,3.55,1699,0.73,Premium,H,SI2,Antwerp
11979,61.4,59.0,6.99,6.96,4.28,6602,1.31,Premium,H,SI2,Antwerp
11980,59.6,59.0,6.38,6.24,3.76,3105,0.9,Premium,H,SI2,Antwerp
11981,62.8,55.0,6.68,6.57,4.16,4004,1.1,Premium,H,SI2,Antwerp
11982,60.1,57.0,7.17,7.13,4.3,6406,1.3,Premium,H,SI2,Antwerp
11983,59.9,59.0,5.17,5.12,3.08,1011,0.49,Premium,H,SI2,Antwerp
11984,62.8,61.0,6.33,6.25,3.95,3959,1.01,Premium,H,SI2,Antwerp
11985,62.9,58.0,7.31,7.26,4.58,6511,1.51,Premium,H,SI2,Antwerp
11986,61.2,60.0,6.57,6.53,4.01,4494,1.07,Premium,H,SI2,Antwerp
11987,59.1,56.0,7.51,7.46,4.42,7573,1.47,Premium,H,SI2,Antwerp
11988,62.4,58.0,6.49,6.4,4.02,3611,1.04,Premium,H,SI2,Antwerp
11989,59.7,59.0,6.03,5.97,3.58,2074,0.78,Premium,H,SI2,Antwerp
11990,62.6,58.0,8.06,8.03,5.04,12677,2.06,Premium,H,SI2,Antwerp
11991,61.8,55.0,4.42,4.35,2.71,517,0.32,Premium,H,SI2,Antwerp
11992,62.3,60.0,7.3,7.22,4.52,8645,1.5,Premium,H,SI2,Antwerp
11993,61.0,57.0,6.51,6.4,3.94,4032,1.0,Premium,H,SI2,Antwerp
11994,59.4,60.0,6.49,6.4,3.83,3080,1.0,Premium,H,SI2,Antwerp
11995,60.8,58.0,7.13,7.08,4.32,6529,1.31,Premium,H,SI2,Antwerp
11996,59.1,62.0,6.5,6.47,3.83,3640,1.0,Premium,H,SI2,Antwerp
11997,62.8,60.0,8.12,8.03,5.07,12655,2.08,Premium,H,SI2,Antwerp
11998,60.2,62.0,7.43,7.38,4.46,7340,1.51,Premium,H,SI2,Antwerp
11999,58.7,60.0,7.01,6.93,4.09,4956,1.18,Premium,H,SI2,Antwerp
12000,62.5,58.0,6.61,6.55,4.11,4639,1.09,Premium,H,SI2,Antwerp
12001,62.0,58.0,6.91,6.76,4.24,5376,1.2,Premium,H,SI2,Antwerp
12002,60.9,61.0,6.88,6.82,4.17,5218,1.21,Premium,H,SI2,Antwerp
12003,61.2,58.0,6.62,6.58,4.04,4717,1.08,Premium,H,SI2,Antwerp
12004,62.1,58.0,7.31,7.21,4.51,6458,1.5,Premium,H,SI2,Antwerp
12005,60.8,56.0,7.67,7.72,4.68,10255,1.7,Very Good,H,SI2,Antwerp
12006,62.3,60.0,7.28,7.22,4.52,7775,1.5,Very Good,H,SI2,Antwerp
12007,63.4,58.0,5.87,5.84,3.71,2502,0.8,Very Good,H,SI2,Antwerp
12008,60.8,60.0,8.07,8.15,4.93,14498,2.02,Very Good,H,SI2,Antwerp
12009,62.1,60.0,6.77,6.82,4.22,5190,1.21,Very Good,H,SI2,Antwerp
12010,63.4,59.0,8.06,8.0,5.09,13206,2.08,Very Good,H,SI2,Antwerp
12011,58.6,62.0,4.6,4.62,2.7,417,0.34,Very Good,H,SI2,Antwerp
12012,62.0,58.0,6.73,6.79,4.19,5352,1.2,Very Good,H,SI2,Antwerp
12013,63.1,58.0,6.72,6.64,4.22,4455,1.17,Very Good,H,SI2,Antwerp
12014,62.4,59.0,4.58,4.65,2.88,562,0.39,Very Good,H,SI2,Antwerp
12015,63.2,58.0,8.1,8.0,5.09,13790,2.04,Very Good,H,SI2,Antwerp
12016,63.5,57.0,6.99,6.88,4.4,5586,1.33,Very Good,H,SI2,Antwerp
12017,60.7,57.0,5.72,5.75,3.48,2058,0.7,Very Good,H,SI2,Antwerp
12018,60.2,58.0,6.88,6.94,4.16,5408,1.2,Very Good,H,SI2,Antwerp
12019,60.7,59.0,7.61,7.65,4.63,9632,1.64,Very Good,H,SI2,Antwerp
12020,59.9,59.0,7.47,7.52,4.49,8317,1.56,Very Good,H,SI2,Antwerp
12021,63.4,55.0,5.59,5.64,3.56,2094,0.7,Very Good,H,SI2,Antwerp
12022,62.4,58.0,8.1,8.15,5.07,15949,2.05,Very Good,H,SI2,Antwerp
12023,63.4,55.0,6.54,6.51,4.14,4028,1.11,Very Good,H,SI2,Antwerp
12024,61.2,62.0,6.84,6.95,4.22,5637,1.25,Very Good,H,SI2,Antwerp
12025,62.3,57.0,6.43,6.48,4.02,4268,1.03,Very Good,H,SI2,Antwerp
12026,62.7,60.0,7.94,8.03,5.01,14768,2.01,Very Good,H,SI2,Antwerp
12027,61.9,57.0,6.68,6.72,4.15,4654,1.15,Very Good,H,SI2,Antwerp
12028,59.7,58.0,6.03,6.09,3.62,2263,0.8,Very Good,H,SI2,Antwerp
12029,60.6,59.0,6.97,7.0,4.23,5715,1.27,Very Good,H,SI2,Antwerp
12030,58.9,60.0,6.62,6.58,3.89,4185,1.01,Very Good,H,SI2,Antwerp
12031,63.5,56.0,5.82,5.86,3.71,2265,0.78,Very Good,H,SI2,Antwerp
12032,63.0,55.0,6.1,6.16,3.86,3162,0.9,Very Good,H,SI2,Antwerp
12033,63.5,60.0,6.33,6.24,3.99,3998,1.02,Very Good,H,SI2,Antwerp
12034,60.8,58.0,7.4,7.51,4.53,7723,1.51,Very Good,H,SI2,Antwerp
12035,66.7,56.0,7.8,7.76,5.19,10772,2.01,Fair,H,SI2,Antwerp
12036,65.3,62.0,6.34,6.12,4.08,2818,1.0,Fair,H,SI2,Antwerp
12037,65.5,56.0,7.18,7.13,4.69,6816,1.51,Fair,H,SI2,Antwerp
12038,65.2,54.0,6.3,6.22,4.08,2912,1.0,Fair,H,SI2,Antwerp
12039,64.5,56.0,7.93,7.86,5.09,11655,2.0,Fair,H,SI2,Antwerp
12040,65.1,58.0,5.86,5.81,3.8,2358,0.82,Fair,H,SI2,Antwerp
12041,69.5,55.0,6.17,6.1,4.26,2875,1.0,Fair,H,SI2,Antwerp
12042,64.5,54.0,6.26,6.15,4.0,3167,1.01,Fair,H,SI2,Antwerp
12043,64.4,58.0,6.59,6.51,4.22,4113,1.13,Fair,H,SI2,Antwerp
12044,60.0,66.0,6.86,6.78,4.09,4717,1.17,Fair,H,SI2,Antwerp
12045,65.6,56.0,6.69,6.59,4.36,3862,1.21,Fair,H,SI2,Antwerp
12046,63.8,56.0,4.36,4.38,2.79,403,0.32,Good,H,SI2,Antwerp
12047,64.1,56.0,7.59,7.55,4.85,8385,1.75,Good,H,SI2,Antwerp
12048,64.0,51.0,8.08,8.01,5.15,15888,2.01,Good,H,SI2,Antwerp
12049,63.7,57.0,8.12,8.03,5.14,16512,2.06,Good,H,SI2,Antwerp
12050,64.2,56.0,7.2,7.26,4.64,7161,1.5,Good,H,SI2,Antwerp
12051,63.1,60.0,6.09,6.14,3.86,3024,0.9,Good,H,SI2,Antwerp
12052,60.9,65.0,5.86,5.69,3.51,2085,0.73,Good,H,SI2,Antwerp
12053,61.4,60.0,6.44,6.49,3.97,4521,1.02,Good,H,SI2,Antwerp
12054,61.8,58.0,6.52,6.55,4.04,4604,1.05,Ideal,H,SI2,Antwerp
12055,63.0,57.0,8.13,8.08,5.11,16629,2.1,Ideal,H,SI2,Antwerp
12056,61.4,56.0,4.85,4.79,2.95,554,0.33,Ideal,H,SI2,Antwerp
12057,60.5,60.0,6.56,6.53,3.96,4225,1.02,Ideal,H,SI2,Antwerp
12058,60.5,57.0,6.3,6.29,3.81,3854,0.92,Ideal,H,SI2,Antwerp
12059,63.5,60.0,6.58,6.49,4.15,4538,1.11,Ideal,H,SI2,Antwerp
12060,61.4,55.0,5.27,5.29,3.24,959,0.55,Ideal,H,SI2,Antwerp
12061,62.0,54.0,6.64,6.61,4.11,4662,1.11,Ideal,H,SI2,Antwerp
12062,61.8,57.0,8.21,8.25,5.09,15288,2.13,Ideal,H,SI2,Antwerp
12063,60.5,56.0,5.25,5.23,3.17,956,0.52,Ideal,H,SI2,Antwerp
12064,60.7,57.0,7.49,7.54,4.56,9298,1.57,Ideal,H,SI2,Antwerp
12065,61.8,57.0,6.93,6.96,4.29,6403,1.27,Ideal,H,SI2,Antwerp
12066,62.6,55.0,4.73,4.76,2.97,625,0.4,Ideal,H,SI2,Antwerp
12067,62.2,55.4,6.89,6.94,4.29,5932,1.25,Ideal,H,SI2,Antwerp
12068,60.7,57.0,6.08,6.05,3.68,2201,0.83,Ideal,H,SI2,Antwerp
12069,62.0,55.0,6.6,6.62,4.1,4537,1.1,Ideal,H,SI2,Antwerp
12070,59.7,57.0,8.29,8.22,4.93,11988,2.0,Ideal,H,SI2,Antwerp
12071,61.8,55.0,6.47,6.51,4.01,4207,1.02,Ideal,H,SI2,Antwerp
12072,61.9,54.0,5.21,5.23,3.23,1020,0.53,Ideal,H,SI2,Antwerp
12073,63.0,56.0,5.81,5.84,3.67,2288,0.76,Ideal,H,SI2,Antwerp
12074,60.6,57.0,6.3,6.26,3.81,3854,0.91,Ideal,H,SI2,Antwerp
12075,60.4,57.0,6.63,6.68,4.02,4455,1.08,Ideal,H,SI2,Antwerp
12076,62.4,57.0,6.36,6.43,3.99,4693,1.01,Ideal,H,SI2,Antwerp
12077,58.8,57.0,6.61,6.55,3.87,3142,1.02,Ideal,H,SI2,Antwerp
12078,61.4,56.0,4.81,4.86,2.97,625,0.42,Ideal,H,SI2,Antwerp
12079,60.6,57.0,6.98,6.94,4.22,5951,1.23,Ideal,H,SI2,Antwerp
12080,61.7,54.0,5.44,5.48,3.37,1250,0.6,Ideal,H,SI2,Antwerp
12081,60.3,57.0,6.27,6.31,3.79,3423,0.91,Ideal,H,SI2,Antwerp
12082,61.6,56.0,7.1,7.05,4.36,6904,1.34,Ideal,H,SI2,Antwerp
12083,61.6,55.0,6.37,6.32,3.91,3694,0.97,Ideal,H,SI2,Antwerp
12084,61.5,57.0,8.26,8.2,5.06,15065,2.08,Ideal,H,SI2,Antwerp
12085,59.1,59.0,6.58,6.61,3.9,5828,1.01,Ideal,H,SI2,Antwerp
12086,61.9,57.0,7.42,7.34,4.57,8499,1.53,Ideal,H,SI2,Antwerp
12087,60.5,57.0,6.55,6.51,3.95,3786,1.04,Ideal,H,SI2,Antwerp
12088,60.8,56.0,8.21,8.14,4.97,11715,2.02,Ideal,H,SI2,Antwerp
12089,61.5,55.6,6.41,6.48,3.96,4459,1.0,Ideal,H,SI2,Antwerp
12090,62.6,56.0,5.88,5.81,3.66,1909,0.78,Ideal,H,SI2,Antwerp
12091,60.1,57.0,8.24,8.2,4.94,15562,2.01,Ideal,H,SI2,Antwerp
12092,61.2,57.0,6.81,6.86,4.18,5182,1.18,Ideal,H,SI2,Antwerp
12093,58.9,59.0,6.38,6.35,3.75,3282,0.92,Premium,F,SI2,Antwerp
12094,62.8,57.0,7.36,7.28,4.6,7494,1.54,Premium,F,SI2,Antwerp
12095,61.6,58.0,6.43,6.46,3.97,4503,1.03,Premium,F,SI2,Antwerp
12096,61.1,57.0,6.82,6.77,4.15,5120,1.15,Premium,F,SI2,Antwerp
12097,61.7,58.0,8.11,8.15,5.02,18320,2.02,Premium,F,SI2,Antwerp
12098,58.8,62.0,6.49,6.46,3.81,4197,1.01,Premium,F,SI2,Antwerp
12099,60.7,61.0,7.47,7.36,4.5,6554,1.52,Premium,F,SI2,Antwerp
12100,62.7,57.0,5.11,5.07,3.19,1073,0.52,Premium,F,SI2,Antwerp
12101,62.3,55.0,5.88,5.84,3.65,2425,0.76,Premium,F,SI2,Antwerp
12102,60.9,60.0,6.45,6.42,3.91,3297,1.01,Premium,F,SI2,Antwerp
12103,60.6,57.0,5.98,5.94,3.61,2340,0.78,Premium,F,SI2,Antwerp
12104,58.2,59.0,6.51,6.49,3.78,4480,1.0,Premium,F,SI2,Antwerp
12105,59.4,59.0,7.47,7.42,4.42,8115,1.47,Premium,F,SI2,Antwerp
12106,59.5,61.0,5.48,5.45,3.26,1272,0.6,Premium,F,SI2,Antwerp
12107,60.5,59.0,7.77,7.73,4.69,11228,1.7,Premium,F,SI2,Antwerp
12108,58.2,61.0,6.58,6.41,3.77,3746,0.91,Premium,F,SI2,Antwerp
12109,61.3,59.0,8.19,8.15,5.01,12377,2.09,Premium,F,SI2,Antwerp
12110,60.4,58.0,6.47,6.44,3.9,3858,1.0,Premium,F,SI2,Antwerp
12111,61.6,58.0,5.79,5.73,3.55,2309,0.73,Premium,F,SI2,Antwerp
12112,58.9,59.0,6.31,6.26,3.7,3803,0.9,Premium,F,SI2,Antwerp
12113,62.1,56.0,6.68,6.56,4.12,3918,1.1,Premium,F,SI2,Antwerp
12114,61.4,58.0,6.94,6.9,4.25,5889,1.24,Premium,F,SI2,Antwerp
12115,62.2,59.0,6.7,6.62,4.14,4437,1.15,Premium,F,SI2,Antwerp
12116,62.3,58.0,6.55,6.52,4.07,4414,1.08,Premium,F,SI2,Antwerp
12117,62.2,59.0,6.27,6.23,3.89,4230,0.94,Premium,F,SI2,Antwerp
12118,62.3,60.0,5.7,5.67,3.54,2169,0.71,Premium,F,SI2,Antwerp
12119,59.6,59.0,6.59,6.52,3.91,4197,1.01,Premium,F,SI2,Antwerp
12120,62.5,59.0,6.0,5.94,3.73,2544,0.82,Premium,F,SI2,Antwerp
12121,60.0,58.0,4.55,4.58,2.74,447,0.34,Premium,F,SI2,Antwerp
12122,62.1,56.0,5.16,5.11,3.19,1068,0.51,Premium,F,SI2,Antwerp
12123,60.8,59.0,6.28,6.25,3.81,3845,0.91,Premium,F,SI2,Antwerp
12124,62.9,59.0,5.11,5.07,3.2,956,0.51,Premium,F,SI2,Antwerp
12125,62.1,60.0,5.68,5.62,3.51,2169,0.71,Premium,F,SI2,Antwerp
12126,58.5,60.0,7.52,7.48,4.39,7644,1.5,Premium,F,SI2,Antwerp
12127,61.8,61.0,5.28,5.18,3.23,1097,0.54,Premium,F,SI2,Antwerp
12128,58.0,59.0,7.97,7.92,4.61,8820,1.75,Premium,F,SI2,Antwerp
